Date,State,Region,Energy_Requirement_MU,Energy_Supplied_MU,Energy_Deficit_MU,Energy_Deficit_Percent,Peak_Demand_MW,Peak_Met_MW,Peak_Deficit_MW,Outage_Frequency,Average_Recovery_Time_Hours
2017-04-01,Gujarat,Western,12554.02,12469.84,84.18,0.671,26154.21,25903.97,250.24,19,3.09
2017-05-01,Gujarat,Western,13915.95,13860.25,55.7,0.4,28991.56,28828.75,162.81,21,2.8
2017-06-01,Gujarat,Western,12926.95,12797.33,129.62,1.003,26931.14,26588.65,342.5,22,2.43
2017-07-01,Gujarat,Western,12339.49,12252.43,87.07,0.706,25707.28,25443.08,264.2,21,2.38
2017-08-01,Gujarat,Western,9458.4,9386.01,72.39,0.765,19705.0,19506.03,198.97,11,2.31
2017-09-01,Gujarat,Western,9335.79,9262.2,73.59,0.788,19449.56,19257.79,191.77,10,0.96
2017-10-01,Gujarat,Western,11145.9,11145.9,0.0,0.0,23220.62,23220.62,0.0,12,1.25
2017-11-01,Gujarat,Western,11065.95,11049.15,16.79,0.152,23054.05,23010.96,43.09,11,3.05
2017-12-01,Gujarat,Western,11374.14,11336.86,37.28,0.328,23696.12,23589.3,106.82,11,1.33
2018-01-01,Gujarat,Western,10170.55,10129.4,41.15,0.405,21188.64,21066.68,121.96,13,2.49
2018-02-01,Gujarat,Western,9609.95,9609.95,0.0,0.0,20020.74,20020.74,0.0,9,2.13
2018-03-01,Gujarat,Western,9445.26,9397.84,47.42,0.502,19677.63,19541.04,136.59,11,2.22
2018-04-01,Gujarat,Western,13758.8,13676.82,81.98,0.596,28664.16,28426.18,237.98,18,2.26
2018-05-01,Gujarat,Western,13338.19,13254.3,83.88,0.629,27787.89,27550.18,237.71,21,2.19
2018-06-01,Gujarat,Western,13833.14,13749.63,83.51,0.604,28819.04,28590.62,228.42,18,1.29
2018-07-01,Gujarat,Western,13767.94,13667.68,100.25,0.728,28683.2,28382.28,300.92,20,2.99
2018-08-01,Gujarat,Western,9388.98,9388.98,0.0,0.0,19560.38,19560.38,0.0,12,1.77
2018-09-01,Gujarat,Western,9460.25,9458.19,2.06,0.022,19708.85,19703.33,5.52,8,1.81
2018-10-01,Gujarat,Western,12015.18,12015.18,0.0,0.0,25031.63,25031.63,0.0,8,2.4
2018-11-01,Gujarat,Western,11659.37,11659.37,0.0,0.0,24290.36,24290.36,0.0,10,2.52
2018-12-01,Gujarat,Western,12024.58,11976.72,47.86,0.398,25051.21,24920.8,130.4,10,0.99
2019-01-01,Gujarat,Western,10556.57,10541.69,14.89,0.141,21992.86,21954.74,38.12,11,2.5
2019-02-01,Gujarat,Western,10302.65,10246.67,55.98,0.543,21463.84,21316.34,147.5,13,1.39
2019-03-01,Gujarat,Western,10987.87,10980.51,7.36,0.067,22891.4,22868.48,22.92,9,2.28
2019-04-01,Gujarat,Western,13502.73,13373.01,129.73,0.961,28130.69,27749.94,380.75,18,1.81
2019-05-01,Gujarat,Western,13831.6,13651.93,179.67,1.299,28815.83,28309.41,506.41,20,2.42
2019-06-01,Gujarat,Western,14791.71,14720.64,71.07,0.48,30816.07,30635.08,180.99,19,2.58
2019-07-01,Gujarat,Western,14041.79,13954.59,87.21,0.621,29253.74,29000.59,253.14,17,2.84
2019-08-01,Gujarat,Western,10460.21,10452.52,7.69,0.073,21792.1,21771.26,20.84,10,1.75
2019-09-01,Gujarat,Western,9788.45,9727.44,61.02,0.623,20392.61,20207.01,185.61,12,1.51
2019-10-01,Gujarat,Western,12600.65,12592.26,8.39,0.067,26251.36,26225.65,25.71,14,2.06
2019-11-01,Gujarat,Western,12381.04,12381.04,0.0,0.0,25793.83,25793.83,0.0,9,3.07
2019-12-01,Gujarat,Western,12754.84,12735.31,19.53,0.153,26572.59,26521.35,51.24,9,2.58
2020-01-01,Gujarat,Western,10749.69,10749.69,0.0,0.0,22395.19,22395.19,0.0,12,0.98
2020-02-01,Gujarat,Western,11306.44,11306.44,0.0,0.0,23555.09,23555.09,0.0,10,1.81
2020-03-01,Gujarat,Western,11356.73,11319.38,37.35,0.329,23659.86,23543.71,116.15,10,1.61
2020-04-01,Gujarat,Western,16195.46,16102.78,92.69,0.572,33740.54,33474.67,265.88,23,3.08
2020-05-01,Gujarat,Western,14300.22,14250.93,49.3,0.345,29792.13,29638.67,153.46,18,3.36
2020-06-01,Gujarat,Western,14718.85,14707.53,11.32,0.077,30664.27,30635.89,28.38,16,2.23
2020-07-01,Gujarat,Western,14526.6,14493.57,33.02,0.227,30263.74,30179.86,83.88,20,2.05
2020-08-01,Gujarat,Western,11292.59,11292.59,0.0,0.0,23526.23,23526.23,0.0,10,2.9
2020-09-01,Gujarat,Western,11452.68,11422.67,30.0,0.262,23859.75,23776.46,83.29,11,1.94
2020-10-01,Gujarat,Western,13754.82,13694.52,60.3,0.438,28655.87,28467.6,188.27,11,1.68
2020-11-01,Gujarat,Western,12615.25,12615.25,0.0,0.0,26281.77,26281.77,0.0,10,2.18
2020-12-01,Gujarat,Western,12763.43,12714.76,48.68,0.381,26590.48,26466.01,124.48,10,2.39
2021-01-01,Gujarat,Western,12261.1,12261.1,0.0,0.0,25543.95,25543.95,0.0,11,1.12
2021-02-01,Gujarat,Western,11448.59,11416.47,32.11,0.281,23851.22,23770.93,80.29,11,1.65
2021-03-01,Gujarat,Western,12259.47,12208.55,50.92,0.415,25540.56,25405.25,135.32,14,2.61
2021-04-01,Gujarat,Western,14757.12,14697.31,59.82,0.405,30744.01,30570.72,173.28,17,3.13
2021-05-01,Gujarat,Western,16309.12,16209.24,99.87,0.612,33977.33,33719.14,258.19,24,3.31
2021-06-01,Gujarat,Western,15918.47,15876.39,42.08,0.264,33163.49,33047.41,116.08,18,2.25
2021-07-01,Gujarat,Western,16458.58,16410.05,48.54,0.295,34288.71,34140.15,148.57,23,1.82
2021-08-01,Gujarat,Western,11305.31,11305.31,0.0,0.0,23552.74,23552.74,0.0,8,2.26
2021-09-01,Gujarat,Western,12173.73,12149.34,24.4,0.2,25361.95,25293.78,68.17,13,2.41
2021-10-01,Gujarat,Western,14196.62,14196.62,0.0,0.0,29576.28,29576.28,0.0,11,2.21
2021-11-01,Gujarat,Western,14247.86,14247.86,0.0,0.0,29683.03,29683.03,0.0,11,2.6
2021-12-01,Gujarat,Western,13475.84,13434.16,41.68,0.309,28074.67,27963.09,111.58,11,1.79
2022-01-01,Gujarat,Western,12579.8,12579.8,0.0,0.0,26207.92,26207.92,0.0,11,2.13
2022-02-01,Gujarat,Western,12142.44,12125.48,16.96,0.14,25296.75,25252.08,44.67,9,1.76
2022-03-01,Gujarat,Western,12494.82,12494.82,0.0,0.0,26030.86,26030.86,0.0,10,2.0
2022-04-01,Gujarat,Western,17074.3,17074.3,0.0,0.0,35571.46,35571.46,0.0,19,2.88
2022-05-01,Gujarat,Western,15981.03,15972.65,8.38,0.052,33293.8,33270.06,23.75,16,2.36
2022-06-01,Gujarat,Western,17374.03,17374.03,0.0,0.0,36195.89,36195.89,0.0,16,3.0
2022-07-01,Gujarat,Western,16676.82,16622.31,54.51,0.327,34743.37,34589.42,153.96,23,2.21
2022-08-01,Gujarat,Western,12377.63,12377.63,0.0,0.0,25786.73,25786.73,0.0,12,2.0
2022-09-01,Gujarat,Western,12706.05,12684.33,21.72,0.171,26470.94,26412.4,58.54,11,1.33
2022-10-01,Gujarat,Western,14518.93,14487.43,31.5,0.217,30247.77,30164.05,83.72,12,1.63
2022-11-01,Gujarat,Western,14630.27,14553.59,76.68,0.524,30479.73,30267.34,212.39,9,1.4
2022-12-01,Gujarat,Western,14327.5,14311.7,15.8,0.11,29848.97,29807.52,41.45,8,1.58
2023-01-01,Gujarat,Western,13837.16,13809.4,27.76,0.201,28827.41,28754.38,73.03,9,2.14
2023-02-01,Gujarat,Western,14216.27,14187.52,28.76,0.202,29617.24,29543.06,74.18,10,2.3
2023-03-01,Gujarat,Western,12492.52,12433.99,58.54,0.469,26026.09,25875.12,150.96,12,1.78
2023-04-01,Gujarat,Western,18527.25,18527.25,0.0,0.0,38598.45,38598.45,0.0,18,0.93
2023-05-01,Gujarat,Western,17136.11,17031.92,104.19,0.608,35700.22,35430.83,269.39,19,2.21
2023-06-01,Gujarat,Western,18143.16,18067.23,75.93,0.419,37798.25,37588.73,209.51,17,2.84
2023-07-01,Gujarat,Western,17109.61,17109.61,0.0,0.0,35645.03,35645.03,0.0,20,2.42
2023-08-01,Gujarat,Western,13596.34,13596.34,0.0,0.0,28325.71,28325.71,0.0,11,1.67
2023-09-01,Gujarat,Western,13392.55,13382.95,9.59,0.072,27901.14,27873.72,27.42,10,2.12
2023-10-01,Gujarat,Western,15804.3,15804.3,0.0,0.0,32925.63,32925.63,0.0,9,1.98
2023-11-01,Gujarat,Western,15446.48,15385.37,61.11,0.396,32180.17,31996.19,183.97,10,1.64
2023-12-01,Gujarat,Western,15997.73,15957.87,39.86,0.249,33328.59,33225.61,102.98,9,1.88
2024-01-01,Gujarat,Western,14431.89,14431.89,0.0,0.0,30066.44,30066.44,0.0,8,2.5
2024-02-01,Gujarat,Western,14170.88,14170.88,0.0,0.0,29522.67,29522.67,0.0,11,2.56
2024-03-01,Gujarat,Western,13575.77,13575.77,0.0,0.0,28282.85,28282.85,0.0,13,2.44
2024-04-01,Gujarat,Western,20566.49,20521.06,45.42,0.221,42846.85,42727.17,119.68,17,2.76
2024-05-01,Gujarat,Western,19028.61,18942.31,86.3,0.454,39642.94,39398.76,244.18,16,3.17
2024-06-01,Gujarat,Western,18313.97,18313.97,0.0,0.0,38154.1,38154.1,0.0,18,2.76
2024-07-01,Gujarat,Western,19732.13,19651.25,80.88,0.41,41108.6,40861.23,247.37,19,2.98
2024-08-01,Gujarat,Western,14344.79,14318.34,26.46,0.184,29884.99,29814.31,70.68,8,1.24
2024-09-01,Gujarat,Western,13845.08,13845.08,0.0,0.0,28843.92,28843.92,0.0,11,2.01
2024-10-01,Gujarat,Western,16624.16,16594.08,30.08,0.181,34633.66,34557.2,76.46,9,2.8
2024-11-01,Gujarat,Western,16254.82,16254.82,0.0,0.0,33864.22,33864.22,0.0,12,2.28
2024-12-01,Gujarat,Western,16837.93,16837.93,0.0,0.0,35079.01,35079.01,0.0,10,1.67
2015-01-01,Madhya Pradesh,Western,5825.16,5574.31,250.85,4.306,12135.76,11409.85,725.91,26,3.17
2015-02-01,Madhya Pradesh,Western,5844.08,5667.36,176.72,3.024,12175.16,11637.1,538.07,23,4.44
2015-03-01,Madhya Pradesh,Western,5648.71,5387.21,261.5,4.629,11768.14,11054.92,713.22,27,4.24
2015-04-01,Madhya Pradesh,Western,7771.91,7158.31,613.6,7.895,16191.48,14645.97,1545.51,46,4.37
2015-05-01,Madhya Pradesh,Western,7859.14,6926.33,932.81,11.869,16373.2,13908.05,2465.15,51,4.94
2015-06-01,Madhya Pradesh,Western,8142.67,7351.39,791.28,9.718,16963.9,14970.62,1993.28,47,4.36
2015-07-01,Madhya Pradesh,Western,8156.85,7242.2,914.65,11.213,16993.44,14270.48,2722.97,51,5.78
2015-08-01,Madhya Pradesh,Western,5638.32,5434.59,203.74,3.613,11746.51,11208.4,538.1,23,3.97
2015-09-01,Madhya Pradesh,Western,5858.25,5514.83,343.42,5.862,12204.68,11284.12,920.56,29,4.69
2015-10-01,Madhya Pradesh,Western,6845.4,6517.21,328.2,4.794,14261.25,13411.08,850.17,29,3.64
2015-11-01,Madhya Pradesh,Western,6832.93,6556.93,276.0,4.039,14235.27,13375.19,860.08,30,4.79
2015-12-01,Madhya Pradesh,Western,7222.95,6946.35,276.61,3.83,15047.82,14309.87,737.94,26,4.84
2016-01-01,Madhya Pradesh,Western,6111.39,5849.57,261.83,4.284,12732.07,11993.8,738.27,26,4.55
2016-02-01,Madhya Pradesh,Western,5932.63,5724.34,208.29,3.511,12359.65,11816.91,542.74,24,3.44
2016-03-01,Madhya Pradesh,Western,6162.62,5900.41,262.21,4.255,12838.79,12122.87,715.93,27,3.5
2016-04-01,Madhya Pradesh,Western,8682.59,8175.41,507.18,5.841,18088.73,16757.43,1331.3,38,5.02
2016-05-01,Madhya Pradesh,Western,8242.15,7532.17,709.98,8.614,17171.15,15084.65,2086.5,44,5.56
2016-06-01,Madhya Pradesh,Western,9133.64,8448.78,684.86,7.498,19028.41,16916.98,2111.43,40,6.43
2016-07-01,Madhya Pradesh,Western,8680.09,7803.9,876.2,10.094,18083.52,15377.18,2706.34,46,5.64
2016-08-01,Madhya Pradesh,Western,6447.27,6262.89,184.37,2.86,13431.8,12909.55,522.25,24,3.58
2016-09-01,Madhya Pradesh,Western,6224.38,5955.39,268.98,4.321,12967.46,12218.65,748.8,25,4.0
2016-10-01,Madhya Pradesh,Western,7281.83,7024.81,257.02,3.53,15170.47,14414.84,755.63,25,4.54
2016-11-01,Madhya Pradesh,Western,7210.24,7000.32,209.93,2.911,15021.34,14456.62,564.72,22,3.77
2016-12-01,Madhya Pradesh,Western,7318.92,7037.89,281.03,3.84,15247.75,14402.77,844.98,22,4.72
2017-01-01,Madhya Pradesh,Western,6324.71,6175.63,149.08,2.357,13176.48,12774.93,401.55,22,4.18
2017-02-01,Madhya Pradesh,Western,5984.77,5843.46,141.31,2.361,12468.27,12051.28,417.0,21,3.94
2017-03-01,Madhya Pradesh,Western,6622.43,6444.13,178.3,2.692,13796.72,13289.81,506.91,26,3.98
2017-04-01,Madhya Pradesh,Western,9092.54,8531.17,561.37,6.174,18942.79,17450.81,1491.99,37,5.41
2017-05-01,Madhya Pradesh,Western,8853.95,8358.76,495.19,5.593,18445.73,17035.89,1409.84,36,5.86
2017-06-01,Madhya Pradesh,Western,8733.67,8095.42,638.25,7.308,18195.14,16526.8,1668.35,42,6.17
2017-07-01,Madhya Pradesh,Western,9109.54,8422.59,686.95,7.541,18978.2,17094.9,1883.3,42,6.19
2017-08-01,Madhya Pradesh,Western,6540.04,6314.03,226.01,3.456,13625.08,12939.09,685.99,22,4.45
2017-09-01,Madhya Pradesh,Western,6911.33,6743.06,168.28,2.435,14398.61,13888.06,510.55,22,4.02
2017-10-01,Madhya Pradesh,Western,7514.73,7259.25,255.48,3.4,15655.7,14892.31,763.38,21,4.68
2017-11-01,Madhya Pradesh,Western,7938.93,7695.94,242.99,3.061,16539.44,15869.78,669.67,22,4.34
2017-12-01,Madhya Pradesh,Western,7439.7,7232.38,207.33,2.787,15499.38,14909.9,589.48,24,3.15
2018-01-01,Madhya Pradesh,Western,6462.65,6413.74,48.91,0.757,13463.86,13320.59,143.27,16,3.84
2018-02-01,Madhya Pradesh,Western,6599.44,6447.15,152.28,2.307,13748.82,13353.14,395.68,21,3.29
2018-03-01,Madhya Pradesh,Western,6430.06,6270.86,159.21,2.476,13395.97,12946.46,449.51,24,3.89
2018-04-01,Madhya Pradesh,Western,10004.57,9390.31,614.27,6.14,20842.86,19195.61,1647.25,38,4.74
2018-05-01,Madhya Pradesh,Western,8785.92,8422.49,363.43,4.137,18304.0,17341.47,962.53,32,4.61
2018-06-01,Madhya Pradesh,Western,9262.11,8769.28,492.83,5.321,19296.06,17799.26,1496.8,37,5.02
2018-07-01,Madhya Pradesh,Western,9862.07,9239.9,622.18,6.309,20545.99,18630.54,1915.45,41,5.02
2018-08-01,Madhya Pradesh,Western,6734.92,6598.58,136.34,2.024,14031.08,13621.69,409.39,19,3.24
2018-09-01,Madhya Pradesh,Western,6681.76,6546.64,135.12,2.022,13920.33,13578.87,341.46,19,3.79
2018-10-01,Madhya Pradesh,Western,7732.94,7513.38,219.56,2.839,16110.29,15460.38,649.91,23,3.25
2018-11-01,Madhya Pradesh,Western,8159.13,7983.07,176.06,2.158,16998.19,16499.46,498.72,19,3.93
2018-12-01,Madhya Pradesh,Western,8154.63,8007.67,146.96,1.802,16988.81,16565.35,423.46,19,3.52
2019-01-01,Madhya Pradesh,Western,7472.94,7353.3,119.64,1.601,15568.62,15236.55,332.07,18,3.37
2019-02-01,Madhya Pradesh,Western,7295.2,7219.47,75.73,1.038,15198.32,15003.93,194.4,16,3.81
2019-03-01,Madhya Pradesh,Western,7529.45,7339.84,189.61,2.518,15686.35,15199.66,486.69,22,4.17
2019-04-01,Madhya Pradesh,Western,10136.33,9735.1,401.23,3.958,21117.35,19989.85,1127.49,32,5.33
2019-05-01,Madhya Pradesh,Western,9478.5,9143.2,335.3,3.537,19746.87,18758.16,988.7,30,4.84
2019-06-01,Madhya Pradesh,Western,9977.66,9666.87,310.79,3.115,20786.79,19930.84,855.96,31,5.44
2019-07-01,Madhya Pradesh,Western,10135.62,9772.23,363.39,3.585,21115.88,20094.34,1021.53,31,5.79
2019-08-01,Madhya Pradesh,Western,7716.92,7562.99,153.92,1.995,16076.91,15624.79,452.12,19,3.59
2019-09-01,Madhya Pradesh,Western,7823.28,7629.58,193.7,2.476,16298.5,15726.82,571.68,20,4.72
2019-10-01,Madhya Pradesh,Western,8523.51,8358.69,164.82,1.934,17757.32,17340.37,416.95,19,4.13
2019-11-01,Madhya Pradesh,Western,8263.78,8115.54,148.24,1.794,17216.2,16758.85,457.35,16,3.81
2019-12-01,Madhya Pradesh,Western,8666.74,8531.46,135.29,1.561,18055.72,17685.68,370.04,20,3.8
2020-01-01,Madhya Pradesh,Western,7563.31,7485.75,77.56,1.025,15756.9,15537.83,219.07,20,3.57
2020-02-01,Madhya Pradesh,Western,7296.81,7187.19,109.63,1.502,15201.7,14874.01,327.69,19,3.52
2020-03-01,Madhya Pradesh,Western,7802.25,7713.69,88.55,1.135,16254.68,16005.22,249.46,17,4.47
2020-04-01,Madhya Pradesh,Western,10631.64,10327.84,303.79,2.857,22149.24,21317.03,832.22,33,4.67
2020-05-01,Madhya Pradesh,Western,10311.47,9868.85,442.61,4.292,21482.22,20159.71,1322.51,34,4.17
2020-06-01,Madhya Pradesh,Western,10616.03,10343.67,272.36,2.566,22116.73,21397.29,719.44,29,5.51
2020-07-01,Madhya Pradesh,Western,10325.18,9973.6,351.58,3.405,21510.78,20474.92,1035.86,33,5.08
2020-08-01,Madhya Pradesh,Western,7472.79,7316.99,155.8,2.085,15568.31,15106.15,462.16,19,3.92
2020-09-01,Madhya Pradesh,Western,7501.71,7362.49,139.22,1.856,15628.56,15211.56,417.0,18,3.9
2020-10-01,Madhya Pradesh,Western,8998.76,8889.29,109.47,1.216,18747.42,18455.31,292.11,17,4.35
2020-11-01,Madhya Pradesh,Western,9221.29,9069.4,151.89,1.647,19211.03,18759.06,451.96,19,3.85
2020-12-01,Madhya Pradesh,Western,9244.41,9109.09,135.31,1.464,19259.18,18887.15,372.03,21,4.01
2021-01-01,Madhya Pradesh,Western,8471.73,8387.14,84.59,0.998,17649.44,17410.62,238.83,14,4.05
2021-02-01,Madhya Pradesh,Western,8119.73,8030.04,89.7,1.105,16916.11,16639.71,276.4,17,4.9
2021-03-01,Madhya Pradesh,Western,8623.59,8503.58,120.01,1.392,17965.82,17618.89,346.93,18,4.41
2021-04-01,Madhya Pradesh,Western,11802.87,11497.53,305.34,2.587,24589.31,23756.42,832.89,30,6.36
2021-05-01,Madhya Pradesh,Western,11242.4,10895.61,346.79,3.085,23421.66,22387.54,1034.12,31,5.61
2021-06-01,Madhya Pradesh,Western,11577.06,11239.9,337.17,2.912,24118.88,23190.24,928.64,33,5.37
2021-07-01,Madhya Pradesh,Western,11361.01,11095.51,265.5,2.337,23668.76,22912.0,756.76,28,5.58
2021-08-01,Madhya Pradesh,Western,8563.75,8468.68,95.06,1.11,17841.14,17572.77,268.37,17,3.58
2021-09-01,Madhya Pradesh,Western,7878.48,7789.8,88.69,1.126,16413.5,16161.04,252.47,19,4.36
2021-10-01,Madhya Pradesh,Western,10014.09,9887.0,127.1,1.269,20862.7,20538.26,324.44,18,3.51
2021-11-01,Madhya Pradesh,Western,10030.79,9928.73,102.07,1.018,20897.49,20640.85,256.64,17,3.9
2021-12-01,Madhya Pradesh,Western,10099.56,9995.38,104.19,1.032,21040.76,20773.98,266.78,18,3.86
2022-01-01,Madhya Pradesh,Western,8481.58,8424.19,57.38,0.677,17669.95,17495.29,174.66,17,3.67
2022-02-01,Madhya Pradesh,Western,8701.4,8603.95,97.45,1.12,18127.92,17827.12,300.8,16,4.27
2022-03-01,Madhya Pradesh,Western,8797.52,8746.39,51.12,0.581,18328.16,18191.73,136.43,17,3.66
2022-04-01,Madhya Pradesh,Western,11650.92,11350.44,300.48,2.579,24272.76,23477.6,795.16,30,5.79
2022-05-01,Madhya Pradesh,Western,11956.12,11662.36,293.76,2.457,24908.58,24149.23,759.35,29,4.54
2022-06-01,Madhya Pradesh,Western,11885.0,11588.76,296.24,2.493,24760.41,23954.28,806.13,31,5.44
2022-07-01,Madhya Pradesh,Western,11383.84,11169.97,213.87,1.879,23716.34,23072.23,644.12,29,4.92
2022-08-01,Madhya Pradesh,Western,8443.31,8392.44,50.87,0.602,17590.23,17435.54,154.69,14,5.2
2022-09-01,Madhya Pradesh,Western,9011.04,8889.21,121.83,1.352,18773.01,18412.92,360.09,18,3.86
2022-10-01,Madhya Pradesh,Western,10018.34,9970.38,47.96,0.479,20871.55,20724.31,147.24,16,4.23
2022-11-01,Madhya Pradesh,Western,10544.2,10385.23,158.97,1.508,21967.09,21540.7,426.38,19,4.16
2022-12-01,Madhya Pradesh,Western,10342.44,10246.21,96.23,0.93,21546.75,21251.82,294.93,17,4.68
2023-01-01,Madhya Pradesh,Western,9320.46,9252.68,67.78,0.727,19417.62,19246.57,171.05,16,4.66
2023-02-01,Madhya Pradesh,Western,9698.14,9611.6,86.54,0.892,20204.46,19971.68,232.78,17,4.58
2023-03-01,Madhya Pradesh,Western,8842.91,8767.0,75.91,0.858,18422.72,18201.85,220.88,15,4.75
2023-04-01,Madhya Pradesh,Western,12621.09,12408.99,212.1,1.681,26293.94,25742.28,551.66,29,4.85
2023-05-01,Madhya Pradesh,Western,12271.42,12083.99,187.43,1.527,25565.46,25014.52,550.94,26,4.74
2023-06-01,Madhya Pradesh,Western,12215.6,12066.76,148.85,1.218,25449.17,25068.29,380.88,24,6.14
2023-07-01,Madhya Pradesh,Western,12851.45,12707.39,144.05,1.121,26773.85,26391.26,382.59,25,5.19
2023-08-01,Madhya Pradesh,Western,9823.67,9729.18,94.5,0.962,20465.98,20202.56,263.42,14,3.34
2023-09-01,Madhya Pradesh,Western,8833.88,8788.41,45.47,0.515,18403.92,18274.52,129.4,13,4.4
2023-10-01,Madhya Pradesh,Western,10852.62,10744.97,107.65,0.992,22609.62,22305.56,304.06,18,4.33
2023-11-01,Madhya Pradesh,Western,10526.53,10417.84,108.7,1.033,21930.28,21642.8,287.48,20,3.09
2023-12-01,Madhya Pradesh,Western,10819.61,10778.65,40.96,0.379,22540.85,22425.32,115.53,14,4.03
2024-01-01,Madhya Pradesh,Western,9316.09,9215.3,100.79,1.082,19408.53,19110.71,297.82,18,3.96
2024-02-01,Madhya Pradesh,Western,10521.09,10452.64,68.45,0.651,21918.94,21720.85,198.08,15,3.91
2024-03-01,Madhya Pradesh,Western,10395.2,10319.2,76.0,0.731,21656.67,21455.55,201.13,16,3.55
2024-04-01,Madhya Pradesh,Western,12855.91,12649.52,206.39,1.605,26783.14,26224.44,558.7,27,5.23
2024-05-01,Madhya Pradesh,Western,13659.24,13596.92,62.33,0.456,28456.75,28274.49,182.26,24,6.11
2024-06-01,Madhya Pradesh,Western,13930.12,13772.15,157.97,1.134,29021.08,28593.51,427.57,28,4.34
2024-07-01,Madhya Pradesh,Western,13991.4,13906.95,84.45,0.604,29148.75,28912.52,236.23,25,5.53
2024-08-01,Madhya Pradesh,Western,9292.82,9205.18,87.64,0.943,19360.04,19136.34,223.7,19,4.0
2024-09-01,Madhya Pradesh,Western,9604.4,9574.21,30.19,0.314,20009.16,19926.44,82.72,15,3.98
2024-10-01,Madhya Pradesh,Western,11811.27,11763.09,48.18,0.408,24606.81,24474.03,132.78,16,3.03
2024-11-01,Madhya Pradesh,Western,11138.0,11073.29,64.71,0.581,23204.17,23036.58,167.59,14,4.57
2024-12-01,Madhya Pradesh,Western,11429.13,11355.46,73.67,0.645,23810.69,23624.42,186.27,19,4.44
2015-01-01,Tamil Nadu,Southern,8517.51,8343.67,173.84,2.041,17744.81,17204.14,540.67,19,2.64
2015-02-01,Tamil Nadu,Southern,8409.95,8268.24,141.71,1.685,17520.73,17117.49,403.24,18,2.8
2015-03-01,Tamil Nadu,Southern,7740.8,7622.54,118.26,1.528,16126.66,15794.69,331.97,19,2.06
2015-04-01,Tamil Nadu,Southern,11503.71,11048.54,455.17,3.957,23966.06,22583.82,1382.24,32,2.75
2015-05-01,Tamil Nadu,Southern,11275.97,10642.2,633.76,5.62,23491.6,21539.83,1951.76,38,3.12
2015-06-01,Tamil Nadu,Southern,10677.24,10016.55,660.69,6.188,22244.25,20330.82,1913.42,39,3.13
2015-07-01,Tamil Nadu,Southern,10778.59,10120.89,657.7,6.102,22455.4,20561.9,1893.49,40,3.28
2015-08-01,Tamil Nadu,Southern,8143.89,7895.69,248.2,3.048,16966.43,16306.5,659.93,23,2.97
2015-09-01,Tamil Nadu,Southern,8547.43,8296.67,250.76,2.934,17807.15,17094.78,712.36,20,3.6
2015-10-01,Tamil Nadu,Southern,9556.24,9343.63,212.61,2.225,19908.83,19356.21,552.62,20,2.1
2015-11-01,Tamil Nadu,Southern,9685.31,9465.15,220.16,2.273,20177.72,19518.11,659.61,22,2.25
2015-12-01,Tamil Nadu,Southern,9524.33,9293.01,231.31,2.429,19842.35,19177.17,665.18,23,1.83
2016-01-01,Tamil Nadu,Southern,8783.96,8525.26,258.7,2.945,18299.92,17594.44,705.48,22,3.03
2016-02-01,Tamil Nadu,Southern,9018.21,8779.98,238.23,2.642,18787.93,18133.66,654.28,28,2.01
2016-03-01,Tamil Nadu,Southern,8421.85,8279.85,142.0,1.686,17545.52,17143.9,401.62,20,3.09
2016-04-01,Tamil Nadu,Southern,11561.48,11058.89,502.59,4.347,24086.43,22788.41,1298.01,34,3.45
2016-05-01,Tamil Nadu,Southern,11376.04,10881.05,494.99,4.351,23700.09,22224.56,1475.53,32,3.34
2016-06-01,Tamil Nadu,Southern,11477.75,11080.76,396.99,3.459,23911.99,22878.18,1033.8,32,2.75
2016-07-01,Tamil Nadu,Southern,11151.81,10741.82,409.99,3.676,23232.94,22091.89,1141.05,32,2.29
2016-08-01,Tamil Nadu,Southern,8598.33,8366.91,231.41,2.691,17913.18,17255.94,657.24,25,2.44
2016-09-01,Tamil Nadu,Southern,8662.22,8461.93,200.29,2.312,18046.29,17541.72,504.57,21,1.79
2016-10-01,Tamil Nadu,Southern,10275.28,10168.66,106.61,1.038,21406.83,21133.33,273.5,22,3.85
2016-11-01,Tamil Nadu,Southern,9439.26,9298.27,140.99,1.494,19665.12,19261.23,403.89,18,2.29
2016-12-01,Tamil Nadu,Southern,10562.99,10396.33,166.66,1.578,22006.23,21544.36,461.88,21,2.73
2017-01-01,Tamil Nadu,Southern,9352.05,9150.42,201.64,2.156,19483.45,18919.84,563.61,20,2.54
2017-02-01,Tamil Nadu,Southern,8663.36,8557.73,105.63,1.219,18048.66,17767.83,280.84,19,3.38
2017-03-01,Tamil Nadu,Southern,8879.02,8762.05,116.97,1.317,18497.95,18138.91,359.04,18,2.78
2017-04-01,Tamil Nadu,Southern,12382.9,11957.95,424.95,3.432,25797.71,24631.88,1165.83,33,2.79
2017-05-01,Tamil Nadu,Southern,12194.28,11779.59,414.69,3.401,25404.76,24118.61,1286.14,33,4.07
2017-06-01,Tamil Nadu,Southern,11905.28,11561.26,344.02,2.89,24802.66,23847.17,955.49,32,3.19
2017-07-01,Tamil Nadu,Southern,12969.37,12560.99,408.38,3.149,27019.52,25760.04,1259.48,32,4.31
2017-08-01,Tamil Nadu,Southern,8407.12,8310.59,96.53,1.148,17514.84,17267.54,247.3,17,1.99
